商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,800371880,雷撃の冥将クーゼン/ダーク・ライフ,,DM24EX4,39/100,VR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-039a.jpg,,,,
,800371830,天体妖精エスメル/「お茶はいかがですか？」,,DM24EX4,29/100,VR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,380,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-029a.jpg,,,,
,800371805,星門の精霊アケルナル/スターゲイズ・ゲート,,DM24EX4,24/100,VR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-024a.jpg,,,,
,800371800,ミリオンブレイブ・カイザー,,DM24EX4,23/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-023.jpg,,,,
,800371775,龍素記号wD サイクルペディア,,DM24EX4,18/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-018.jpg,,,,
,800371770,偽りの月 インターステラ,,DM24EX4,17/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,580,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-017.jpg,,,,
,800371765,聖霊龍王 メルヴェイユ,,DM24EX4,16/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-016.jpg,,,,
,800371760,ボルメテウス・レインボー・ドラゴン,,DM24EX4,15/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,580,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-015.jpg,,,,
,800371755,悪魔聖霊ジェミニアス,,DM24EX4,14/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-014.jpg,,,,
,800371750,聖鎧亜キング・アルカディアスP'S,,DM24EX4,13/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-013.jpg,,,,
,800371730,絶望と反魂と滅殺の決断,,DM24EX4,9/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-009.jpg,,,,
,800371725,アーテル・ゴルギーニ,,DM24EX4,8/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,2180,1300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-008.jpg,,,,
,800371715,パルフェル・トリセラティ,,DM24EX4,6/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-006.jpg,,,,
,800371710,支配の精霊ペルフェクト/ギャラクシー・チャージャー,,DM24EX4,5/100,SR,にじさんじコラボ・マスターズ 異次元の超獣使い,,,,,カード,1980,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex4-005a.jpg,,,,
,800371285,神判のカルマ コットン/ジャッジ・水晶チャージャー,,DM24BD6,29/60,R,エキサイティング・デュエパ・デッキ ツラトゥストラは水晶と語らう,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd6-029a.jpg,,,,
,800371225,黙示録の水晶,,DM24BD6,17/60,VR,エキサイティング・デュエパ・デッキ ツラトゥストラは水晶と語らう,,,,,カード,380,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd6-017.jpg,,,,
,800371215,神聖龍 エモーショナル・ハードコア,,DM24BD6,15/60,SR,エキサイティング・デュエパ・デッキ ツラトゥストラは水晶と語らう,,,,,カード,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd6-015.jpg,,,,
,800371180,策士のシダン ニャハン,,DM24BD6,8/60,U,エキサイティング・デュエパ・デッキ ツラトゥストラは水晶と語らう,,,,,カード,1080,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd6-008.jpg,,,,
,800371175,偽りの名 ダスニゼス/リーダー・水晶チャージャー,,DM24BD6,7/60,R,エキサイティング・デュエパ・デッキ ツラトゥストラは水晶と語らう,,,,,カード,780,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd6-007a.jpg,,,,
,800371160,鬼面のコード デトロイト・テクノ/「水晶よ、大地より我が配下を創れ！」,,DM24BD6,4/60,R,エキサイティング・デュエパ・デッキ ツラトゥストラは水晶と語らう,,,,,カード,380,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd6-004a.jpg,,,,
,800370705,同期の妖精/ド浮きの動悸,,DM24BD5,22/60,R,エキサイティング・デュエパ・デッキ アセビと異世界フェアリーたち,,,,,カード,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd5-022a.jpg,,,,
,800370650,飛翔龍 5000VT,,DM24BD5,11/60,VIC,エキサイティング・デュエパ・デッキ アセビと異世界フェアリーたち,,,,,カード,3480,2700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd5-011.jpg,,,,
,800370645,怪盗妖精カサブランカ/「信じていたのに裏切られるなんて！」,,DM24BD5,10/60,U,エキサイティング・デュエパ・デッキ アセビと異世界フェアリーたち,,,,,カード,980,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd5-010a.jpg,,,,
,800370625,宇宙妖精エリンギ,,DM24BD5,6/60,R,エキサイティング・デュエパ・デッキ アセビと異世界フェアリーたち,,,,,カード,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd5-006.jpg,,,,
,800370605,世界樹妖精カルミア・ディダノス,,DM24BD5,2/60,SR,エキサイティング・デュエパ・デッキ アセビと異世界フェアリーたち,,,,,カード,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd5-002.jpg,,,,
,800370600,百景妖精アセビ＝アンドロメダ＝クシナダ,,DM24BD5,1/60,SR,エキサイティング・デュエパ・デッキ アセビと異世界フェアリーたち,,,,,カード,780,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24bd5-001.jpg,,,,
,800370350,悪魔世界ワルドバロム,,DM24EX3,OR5/OR5,OR,刺激爆発デュエナマイトパック,,,,,カード,880,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-OR5.jpg,,,,
,800370345,終炎の竜皇 ボルシャック・ハイパードラゴン,,DM24EX3,OR4/OR5,OR,刺激爆発デュエナマイトパック,,,,,カード,580,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-OR4a.jpg,,,,
,800370340,邪魂の王道 ジャシン帝,,DM24EX3,OR3/OR5,OR,刺激爆発デュエナマイトパック,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-OR3a.jpg,,,,
,800370280,ピザスターのアンティハムト,,DM24EX3,SP6/SP6,R,刺激爆発デュエナマイトパック,,,,,カード,10800,8000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-SP6.jpg,,,,
,800370275,天使と悪魔の墳墓,,DM24EX3,SP5/SP6,R,刺激爆発デュエナマイトパック,,,,,カード,5480,4500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-SP5.jpg,,,,
,800370270,忍蛇の聖沌 c0br4,,DM24EX3,SP4/SP6,R,刺激爆発デュエナマイトパック,,,,,カード,6080,6500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-SP4.jpg,,,,
,800370265,竜魔神王バルカディア・NEX,,DM24EX3,SP3/SP6,SR,刺激爆発デュエナマイトパック,,,,,カード,2580,1600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-SP3.jpg,,,,
,800370260,偽りの希望 鬼丸「終斗」,,DM24EX3,SP2/SP6,SR,刺激爆発デュエナマイトパック,,,,,カード,32800,30000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-SP2.jpg,,,,
,800370255,絶海の虎将 ティガウォック,,DM24EX3,SP1/SP6,SR,刺激爆発デュエナマイトパック,,,,,カード,13800,11000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-SP1.jpg,,,,
,800370205,ボルシャック・栄光・ルピア,,DM24EX3,TD16/TD16,C,刺激爆発デュエナマイトパック,,,,,カード,1880,2500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD16.jpg,,,,
,800370200,Dの寺院 タブラサ・チャンタラム,,DM24EX3,TD15/TD16,U,刺激爆発デュエナマイトパック,,,,,カード,980,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD15.jpg,,,,
,800370195,ハンプティ・ルピア,,DM24EX3,TD14/TD16,R,刺激爆発デュエナマイトパック,,,,,カード,1180,1100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD14.jpg,,,,
,800370190,蒼龍の大地,,DM24EX3,TD13/TD16,R,刺激爆発デュエナマイトパック,,,,,カード,480,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD13.jpg,,,,
,800370185,闘争類拳嘩目 ステゴロ・カイザー/お清めシャラップ,,DM24EX3,TD12/TD16,R,刺激爆発デュエナマイトパック,,,,,カード,1280,1100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD12a.jpg,,,,
,800370180,秩序の意志,,DM24EX3,TD11/TD16,R,刺激爆発デュエナマイトパック,,,,,カード,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD11.jpg,,,,
,800370175,アカシック・ファイナル,,DM24EX3,TD10/TD16,VR,刺激爆発デュエナマイトパック,,,,,カード,780,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD10.jpg,,,,
,800370170,星龍パーフェクト・アース,,DM24EX3,TD9/TD16,SR,刺激爆発デュエナマイトパック,,,,,カード,100,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD09.jpg,,,,
,800370165,魔令嬢バロメアレディ,,DM24EX3,TD8/TD16,SR,刺激爆発デュエナマイトパック,,,,,カード,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD08.jpg,,,,
,800370160,轟牙忍 ハヤブサリュウ,,DM24EX3,TD7/TD16,SR,刺激爆発デュエナマイトパック,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD07.jpg,,,,
,800370155,黒神龍エンド・オブ・ザ・ワールド,,DM24EX3,TD6/TD16,SR,刺激爆発デュエナマイトパック,,,,,カード,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD06.jpg,,,,
,800370145,龍素記号Sr スペルサイクリカ,,DM24EX3,TD4/TD16,SR,刺激爆発デュエナマイトパック,,,,,カード,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD04.jpg,,,,
,800370140,超神龍バタル・ネプタラス,,DM24EX3,TD3/TD16,SR,刺激爆発デュエナマイトパック,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD03.jpg,,,,
,800370135,天ニ煌メク龍終ノ裁キ,,DM24EX3,TD2/TD16,SR,刺激爆発デュエナマイトパック,,,,,カード,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD02.jpg,,,,
,800370130,切札勝太&カツキング ー熱血の物語ー,,DM24EX3,TD1/TD16,DSR,刺激爆発デュエナマイトパック,,,,,カード,2580,2200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TD01.jpg,,,,
,800370040,ドキンダムの禁炎霊,,DM24EX3,TF38/TF46,U,刺激爆発デュエナマイトパック,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF38.jpg,,,,
,800370035,ベイB セガーレ,,DM24EX3,TF37/TF46,U,刺激爆発デュエナマイトパック,,,,,カード,480,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF37.jpg,,,,
,800370000,お騒がせチューザ,,DM24EX3,TF30/TF46,U,刺激爆発デュエナマイトパック,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF30.jpg,,,,
,800369970,深淵の文暴具 ケシカス＝カース,,DM24EX3,TF24/TF46,U,刺激爆発デュエナマイトパック,,,,,カード,100,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF24.jpg,,,,
,800369965,フットレス＝トレース/「力が欲しいか？」,,DM24EX3,TF23/TF46,U,刺激爆発デュエナマイトパック,,,,,カード,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF23a.jpg,,,,
,800369955,飛ベル津バサ「曲通風」,,DM24EX3,TF21/TF46,U,刺激爆発デュエナマイトパック,,,,,カード,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF21.jpg,,,,
,800369925,鬼寄せの術,,DM24EX3,TF15/TF46,R,刺激爆発デュエナマイトパック,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF15.jpg,,,,
,800369910,闇参謀グラン・ギニョール,,DM24EX3,TF12/TF46,R,刺激爆発デュエナマイトパック,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF12.jpg,,,,
,800369875,ファイナル・ストップ,,DM24EX3,TF5/TF46,R,刺激爆発デュエナマイトパック,,,,,カード,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-TF05.jpg,,,,
,800369805,邪尾の魔法陣,,DM24EX3,秘20/秘20,VR,刺激爆発デュエナマイトパック,,,,,カード,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec20.jpg,,,,
,800369800,邪眼の魔法陣,,DM24EX3,秘19/秘20,VR,刺激爆発デュエナマイトパック,,,,,カード,1180,900,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec19.jpg,,,,
,800369795,邪爪の魔法陣,,DM24EX3,秘18/秘20,VR,刺激爆発デュエナマイトパック,,,,,カード,1280,1300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec18.jpg,,,,
,800369790,邪心臓の魔法陣,,DM24EX3,秘17/秘20,VR,刺激爆発デュエナマイトパック,,,,,カード,1380,900,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec17.jpg,,,,
,800369785,邪脳の魔法陣,,DM24EX3,秘16/秘20,VR,刺激爆発デュエナマイトパック,,,,,カード,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec16.jpg,,,,
,800369780,ヨビニオン・トライブ,,DM24EX3,秘15/秘20,R,刺激爆発デュエナマイトパック,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec15.jpg,,,,
,800369765,ゴールド・フラウム,,DM24EX3,秘12/秘20,R,刺激爆発デュエナマイトパック,,,,,カード,180,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec12.jpg,,,,
,800369760,光開の精霊サイフォゲート,,DM24EX3,秘11/秘20,R,刺激爆発デュエナマイトパック,,,,,カード,1480,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec11.jpg,,,,
,800369755,プリンセス・パーティ ～シラハの絆～,,DM24EX3,秘10/秘20,VR,刺激爆発デュエナマイトパック,,,,,カード,2680,1300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec10.jpg,,,,
,800369745,ヨビニオン・フレイムバーン,,DM24EX3,秘8/秘20,VR,刺激爆発デュエナマイトパック,,,,,カード,1080,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec08.jpg,,,,
,800369735,誠実妖精スミレ,,DM24EX3,秘6/秘20,SR,刺激爆発デュエナマイトパック,,,,,カード,380,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec06.jpg,,,,
,800369730,死神覇王 ブラックXENARCH,,DM24EX3,秘5/秘20,SR,刺激爆発デュエナマイトパック,,,,,カード,980,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec05.jpg,,,,
,800369725,深淵の憤髄 ファウン＝テイン,,DM24EX3,秘4/秘20,SR,刺激爆発デュエナマイトパック,,,,,カード,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec04.jpg,,,,
,800369715,蒼神龍アナザー・ワールド,,DM24EX3,秘2/秘20,SR,刺激爆発デュエナマイトパック,,,,,カード,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec02.jpg,,,,
,800369710,ウィリデ・ゴル・ゲルス,,DM24EX3,秘1/秘20,SR,刺激爆発デュエナマイトパック,,,,,カード,580,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-Sec01.jpg,,,,
,800369540,バブル・ボール,,DM24EX3,56/80,U,刺激爆発デュエナマイトパック,,,,,カード,80,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-056.jpg,,,,
,800369510,ヴェネラック-F5,,DM24EX3,50/80,U,刺激爆発デュエナマイトパック,,,,,カード,280,150,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-050.jpg,,,,
,800369440,爆翠月 アカネ,,DM24EX3,36/80,R,刺激爆発デュエナマイトパック,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-036.jpg,,,,
,800369425,逆転の剣スカイソード,,DM24EX3,33/80,R,刺激爆発デュエナマイトパック,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-033.jpg,,,,
,800369360,ティンパニ＝シンバリー,,DM24EX3,20/80,R,刺激爆発デュエナマイトパック,,,,,カード,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-020.jpg,,,,
,800369300,悪魔世界の閃光,,DM24EX3,8/80,R,刺激爆発デュエナマイトパック,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-008.jpg,,,,
,800369290,金天使 エン・ゴルギーニ,,DM24EX3,6/80,R,刺激爆発デュエナマイトパック,,,,,カード,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm24ex3-006.jpg,,,,
,800369261,JUST IN FOOLING（邪神封印）,,,12/25/2024,-,2024年クリスマス記念関係者限定配布カード,,,,,カード,4980,5000,,https://files.cardrush.media/duel_masters/ocha_products/48966.webp?w=256&q=75,,,,
,800369260,ラッキー・ダーツ,,Y100,P100/Y100,R,王道篇プロモカード,,,,,カード,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy23-y100.jpg,,,,
,800369010,氷柱と炎弧の決断,,DMART21,5/5,VR,神アート 美女と死神の決断,,,,,カード,2780,2000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmart21-005.jpg,,,,
,800369005,邪杯と魔術の決断,,DMART21,4/5,VR,神アート 美女と死神の決断,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmart21-004.jpg,,,,
,800369000,禁呪と聖句の決断,,DMART21,3/5,VR,神アート 美女と死神の決断,,,,,カード,680,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmart21-003.jpg,,,,
,800368995,鬼火と魍魎の決断,,DMART21,2/5,SR,神アート 美女と死神の決断,,,,,カード,580,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmart21-002.jpg,,,,
,800368990,理想と平和の決断,,DMART21,1/5,SR,神アート 美女と死神の決断,,,,,カード,5280,3000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmart21-001.jpg,,,,
,800368985,黒神龍ブライゼナーガ,,DMART20,5/5,SR,神アート DUELMASTERS「AMAZING COMICS」,,,,,カード,1380,800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmart20-005.jpg,,,,
